customer_key,first_name,last_name,email,phone,date_of_birth,gender,address_line1,address_line2,city,state,postal_code,country,customer_segment,loyalty_tier,join_date
CUST-000303,Brandy,Little,lmoreno@example.com,647.376.9587,1958-08-18,Female,7536 Gregory Island Apt. 562,,Larsenfort,PA,54503,USA,VIP,Silver,2023-12-23
CUST-000304,Anthony,Adams,pamelapatton@example.org,+1-654-256-6766,1961-09-27,Other,0476 Ashley Expressway,Apt. 199,Davidside,AK,95164,USA,VIP,Gold,2024-11-24
CUST-000305,Nicholas,Deleon,rhonda81@example.net,5836583286,1995-04-26,Other,6383 Barry Brooks Apt. 867,,East Justintown,IN,83280,USA,VIP,Gold,2022-11-25
CUST-000306,John,Nelson,hessnicholas@example.com,(441)311-8600,1991-03-13,Female,94568 Kevin Mount Apt. 149,,Bennettchester,CO,29632,USA,VIP,Bronze,2025-02-25
CUST-000307,Ann,Webb,patrickkaiser@example.net,(358)617-3906x3757,1965-10-12,Male,82379 Christopher Lodge,Suite 893,Port Trevorchester,ME,97561,USA,VIP,Silver,2025-09-26
CUST-000308,Edward,Morris,rsavage@example.net,987.387.5357,2002-11-15,Other,162 Fernando Summit Apt. 237,,North Nicolefort,GA,82573,USA,VIP,Gold,2023-11-07
CUST-000309,Tony,Curry,sross@example.org,(744)685-9592x24839,1974-07-31,Female,2287 Louis Fall,,South Carlos,AL,41374,USA,Regular,Gold,2025-03-31
CUST-000310,James,Davis,drivera@example.net,892.615.8350x344,1967-12-22,Female,8831 Dakota Forge Suite 249,,East Laurashire,SD,50694,USA,New,Gold,2024-12-09
CUST-000311,Kelsey,Vargas,tammy97@example.org,(903)231-9222,1965-03-17,Other,87675 Mason Crest,,New Phillip,WI,51033,USA,New,Bronze,2023-10-29
CUST-000312,Michael,Roberson,alyssa93@example.org,+1-242-768-7741x8652,1998-09-22,Female,639 Patrick Fall Apt. 375,,North Brenda,MA,12835,USA,VIP,Gold,2024-12-15
CUST-000313,Ruth,Shaw,lawsonarthur@example.com,+1-476-904-4090x7977,1992-01-31,Female,50922 Christopher Village,,North Scottton,MD,13277,USA,Regular,Gold,2025-07-27
CUST-000314,Joshua,Phelps,cookemily@example.com,001-429-658-0660x138,1950-02-16,Female,49386 Cynthia Ville Apt. 448,,Davidmouth,OK,91765,USA,Regular,Gold,2025-05-30
CUST-000315,Sarah,Davis,whitechristopher@example.com,001-602-503-5713,1991-12-03,Male,0642 Taylor Island,,Perezborough,KY,26613,USA,VIP,Gold,2023-02-04
CUST-000316,Kenneth,Wolfe,christopher59@example.com,(787)620-9628x936,1957-11-27,Male,83437 Johnson Crescent Apt. 727,Suite 596,West Jacquelinestad,VI,01536,USA,New,Bronze,2023-05-15
CUST-000317,Thomas,Rogers,lopezmichael@example.org,582.607.9799x667,1990-05-29,Female,6403 Robert Trail Suite 969,,East Williamport,FM,78731,USA,New,Bronze,2023-04-24
CUST-000318,Sherri,Gonzalez,davidcook@example.org,442-557-6270,2000-06-17,Female,1233 Davis Gardens Apt. 850,,Mooreville,NJ,72568,USA,Regular,Gold,2025-09-24
CUST-000319,Holly,Durham,tguerra@example.org,001-716-925-2654x69681,1987-01-14,Other,92355 Mason Alley,Suite 132,Lopezborough,ME,57569,USA,New,Silver,2024-11-23
CUST-000320,Patrick,White,justinhughes@example.com,3467226817,1988-01-22,Female,602 Anderson Parkways,,Parkstown,NM,86198,USA,VIP,,2023-02-11
CUST-000321,Richard,Wise,ronald19@example.com,757.658.5126x86120,1957-04-15,Female,0740 Miranda Mount Suite 095,,Ronaldport,WI,03585,USA,Regular,,2025-09-19
CUST-000322,Guy,Kelly,griffinkenneth@example.org,+1-415-908-6321x812,1971-12-30,Other,7938 Williams Islands Suite 029,Apt. 681,Saraport,NE,53026,USA,Regular,Bronze,2024-06-18
CUST-000323,Stephanie,Scott,copelandryan@example.org,794.949.8830,1958-05-24,Other,2480 Browning Springs Suite 406,Apt. 062,Josephmouth,CT,29510,USA,VIP,,2022-11-26
CUST-000324,Jenna,Walker,jessica97@example.net,(995)986-7805x55572,1958-02-08,Male,646 Donna Ports,Apt. 785,East Juliehaven,MN,40351,USA,VIP,Gold,2023-07-06
CUST-000325,Leslie,Craig,moorebrenda@example.net,(896)360-4873x682,1950-12-12,Female,19422 Pierce Knoll,Apt. 694,Kayleeville,TN,90527,USA,New,Bronze,2023-09-17
CUST-000326,Kathleen,Stewart,zperez@example.com,001-874-872-2640x85721,2006-03-19,Male,09329 Carol Street Suite 059,,East Ashley,NJ,90201,USA,New,Bronze,2025-09-19
CUST-000327,Mitchell,Paul,marnold@example.org,953.927.3524x103,1960-04-10,Other,27819 Wiggins Estate Apt. 710,Apt. 687,Joneschester,KS,94345,USA,Regular,,2023-02-09
CUST-000328,Jennifer,Lawson,gonzalesmaria@example.org,360-456-8761x1249,1967-12-04,Other,37341 May Cliffs Suite 734,Suite 475,Lyonsshire,KY,78413,USA,Regular,Bronze,2024-06-12
CUST-000329,Donald,Boyd,walkernathan@example.com,001-644-829-4774x222,1961-01-17,Female,39429 Jordan Stravenue,Suite 792,Dawnshire,PR,66180,USA,New,Silver,2022-12-11
CUST-000330,Nicholas,Grimes,hwong@example.com,(576)401-5343,1962-05-16,Male,357 Hudson Route,,Port Juliehaven,MH,30434,USA,VIP,Gold,2023-10-12
CUST-000331,Michael,Johnson,cranewilliam@example.com,+1-588-610-7983,1995-01-24,Female,337 Billy Rest,,Andrealand,WA,25406,USA,Regular,Gold,2025-01-22
CUST-000332,Samantha,Escobar,alexandrabrown@example.org,399.577.1805,1974-12-20,Female,73189 Carmen Hills Apt. 961,,Watersborough,OR,83722,USA,Regular,Gold,2025-01-13
CUST-000333,Stephen,Smith,fguzman@example.net,(558)778-4448,1962-03-07,Other,712 Smith Pass Suite 722,,Port Ryanport,CT,58591,USA,New,Bronze,2024-09-05
CUST-000334,Gloria,Carson,kimberlyhines@example.org,484-558-7149x3925,1993-02-12,Male,92587 Chan Grove,Apt. 474,Dustinmouth,VA,46891,USA,New,Bronze,2023-11-12
CUST-000335,Leslie,Parker,afarmer@example.com,6656274033,1997-04-15,Female,6658 Lauren River,,Gatesville,CA,32369,USA,VIP,Silver,2025-04-28
CUST-000336,Jennifer,David,ccrane@example.net,(773)949-9601x0548,2003-01-09,Other,2156 Morgan Radial,,Audreyside,CO,57944,USA,VIP,Silver,2023-04-26
CUST-000337,Ashley,Farmer,angela40@example.org,001-615-657-3257x37553,1982-11-12,Other,16667 Marie Circle,,Allenchester,AZ,66589,USA,VIP,Gold,2023-07-28
CUST-000338,Mark,Ryan,bailey11@example.net,581-382-8197,1993-03-01,Other,7725 Hunter Ports Suite 786,,South Autumntown,RI,51612,USA,Regular,,2025-06-15
CUST-000339,Jeffrey,Simmons,melissa95@example.net,239.259.2323x421,1993-12-10,Female,55333 Martin Groves Apt. 350,,South David,MS,03833,USA,Regular,Bronze,2022-11-22
CUST-000340,Julie,Singh,cwilliams@example.com,336.491.1289,1992-07-02,Other,9556 Jason Course,,Timothyhaven,DE,60394,USA,New,Gold,2024-03-02
CUST-000341,Norman,Fisher,gomezsonya@example.org,(243)416-7045x02329,1977-07-05,Male,700 Michelle Shore,Suite 596,South Gerald,NC,20342,USA,New,Gold,2022-11-19
CUST-000342,Lisa,White,buchanananthony@example.org,865-249-5005x0702,1978-10-28,Other,10531 Mcneil Creek,Suite 768,Taylortown,ME,62923,USA,Regular,,2025-01-23
CUST-000343,Rebecca,Anderson,summer17@example.com,001-393-523-8223x1164,1959-02-02,Female,457 Wolf Curve,,Robertberg,OR,97023,USA,Regular,Bronze,2024-03-30
CUST-000344,Austin,Bullock,ywelch@example.org,(902)903-2650,1998-11-14,Male,967 Shawn Greens,,Wilsonview,SD,67936,USA,VIP,Bronze,2025-08-22
CUST-000345,Matthew,Stafford,matthew78@example.com,+1-315-384-1560x82137,1979-07-08,Female,54768 Tammy Parkways Apt. 683,Apt. 303,Aliciaberg,OK,70042,USA,New,,2025-08-10
CUST-000346,Lauren,Cox,heatherosborn@example.org,(221)829-3289x634,1963-07-08,Other,7524 Charles Station Suite 399,,North Karinaberg,FL,63537,USA,VIP,Silver,2024-05-30
CUST-000347,Kathy,Roman,petermoore@example.com,(593)935-1342x6192,1953-10-22,Female,0184 Kelsey Rapid Suite 374,,New Juliamouth,FL,09728,USA,VIP,Gold,2025-04-21
CUST-000348,Karen,Cortez,stefanie06@example.com,376-392-7438,2007-09-07,Male,76601 Kirby Street Suite 485,,Estradaview,MI,11392,USA,VIP,Silver,2025-06-23
CUST-000349,Jennifer,Washington,bwalker@example.net,317-389-9698x609,1981-02-06,Female,59966 Michael Turnpike,Suite 798,South Lisachester,TN,03861,USA,VIP,Gold,2022-11-16
CUST-000350,Henry,Mccoy,corey60@example.net,445.555.3470x574,1980-01-08,Female,652 Gates Isle Suite 983,,Mariaville,PW,95127,USA,VIP,Silver,2023-06-26
CUST-000351,Richard,Howell,katherineharris@example.net,655.475.2250x1394,1969-11-28,Female,11964 Jennifer Place,,Randyfurt,CT,97007,USA,VIP,Bronze,2023-02-09
CUST-000352,Paige,Carter,nguyenjeffrey@example.org,582.940.7333,1985-08-27,Male,04309 Massey Mall,,South Jacob,NC,76640,USA,New,Gold,2025-04-12
CUST-000353,Barbara,Barrera,tfrancis@example.com,465-353-5851x253,2006-08-22,Female,519 Jennifer Stravenue Apt. 749,Apt. 797,Garzaland,GA,03399,USA,VIP,Bronze,2024-01-13
CUST-000354,Angelica,Brown,thomas21@example.net,(914)694-0976x263,1978-10-03,Other,3986 Katie Springs Suite 090,,Brianaland,RI,08840,USA,Regular,,2024-07-07
CUST-000355,Jessica,Oconnor,tinaayala@example.org,(807)815-1169,1968-11-09,Female,52145 Jasmine Glen Suite 124,Suite 335,West Shannonville,NC,34287,USA,VIP,Bronze,2024-06-04
CUST-000356,Catherine,Hendrix,flemingcody@example.org,900.456.4099x51239,1978-07-22,Male,29592 Mccarthy Trail Apt. 827,,New Benjaminside,FM,16266,USA,New,,2022-11-24
CUST-000357,Larry,Carter,felicia98@example.org,873-992-9578,2004-04-22,Other,3523 Lopez Lodge,,West Brianfort,AS,86963,USA,VIP,,2025-04-04
CUST-000358,Mary,Garcia,alvaradoluke@example.net,001-498-986-8345,1992-12-08,Male,666 Miller Burg Suite 158,Suite 964,Gayport,WI,90161,USA,New,,2024-12-16
CUST-000359,Allison,Williams,parkerbriana@example.net,+1-525-708-0046,2005-07-30,Other,688 William Springs,Apt. 317,East Jennifer,CA,94090,USA,Regular,Bronze,2024-12-06
CUST-000360,Jamie,Bowman,williamspatrick@example.net,840-235-2635,1954-08-29,Male,469 Harris Wells,,Roberttown,MT,54717,USA,VIP,Gold,2023-06-13
CUST-000361,Megan,Lopez,aking@example.net,001-460-772-3111x271,1955-05-20,Other,648 Mitchell Port Suite 116,,North Angela,NM,26818,USA,New,Silver,2023-12-20
CUST-000362,Wendy,Harrison,rodriguezbenjamin@example.com,(911)236-9572,1986-08-06,Female,50902 Villarreal Glen,,West Steven,MH,84929,USA,New,Silver,2023-03-21
CUST-000363,Norman,Arroyo,perezcourtney@example.com,+1-270-371-3984x82285,1987-12-23,Male,809 Jennifer Islands Suite 021,Apt. 060,Port Paulshire,DE,29929,USA,Regular,Silver,2023-01-02
CUST-000364,Austin,Gardner,banksrenee@example.net,+1-464-996-7379x4577,1978-08-19,Male,24264 Micheal Brooks Suite 420,,Jenkinsside,PR,30252,USA,New,Gold,2025-02-14
CUST-000365,David,Sims,sherifisher@example.com,577.567.5556x283,1989-09-23,Male,957 Brooks Inlet,,South Donald,CT,71650,USA,New,,2025-10-19
CUST-000366,Kevin,Wall,nwilliams@example.com,+1-826-486-2703,1962-01-21,Female,693 Robert Mountain,,Port Joanna,WV,64291,USA,New,,2024-10-16
CUST-000367,Sarah,Salazar,lowekristin@example.org,5006515532,1997-10-19,Other,597 Morgan Extensions Suite 418,,East Frank,DE,70271,USA,New,Bronze,2023-10-14
CUST-000368,Robert,Hoffman,rgraves@example.net,812.971.0267,1955-07-30,Other,579 Seth Brooks,,Pottsshire,MI,45036,USA,Regular,Gold,2025-07-26
CUST-000369,Olivia,Jones,clairebyrd@example.org,835-441-5970,1967-11-05,Female,84807 Bullock Center Apt. 447,,Morganview,WA,86575,USA,Regular,Bronze,2025-10-19
CUST-000370,Christopher,Arnold,monicahouse@example.org,001-790-846-3766x0465,1970-06-28,Other,54837 Adams Mission Apt. 581,Apt. 213,East Nathanielberg,OK,31557,USA,New,Gold,2024-03-18
CUST-000371,Michelle,Smith,doylematthew@example.net,429-575-1910,2002-09-02,Female,11063 Brendan Common,,Floreshaven,ID,62897,USA,VIP,Gold,2025-03-04
CUST-000372,Jeanette,Simpson,taylordennis@example.net,4725801234,1988-12-07,Female,25326 Guzman Parkways,,Jefferyview,GU,45689,USA,VIP,Gold,2025-04-16
CUST-000373,Alyssa,Pena,juan21@example.org,375-709-6170,1981-11-21,Other,919 Acosta Island Suite 575,,Evansfort,MD,72055,USA,Regular,,2025-01-16
CUST-000374,James,Matthews,vazquezrobert@example.com,867-777-2266x02562,1945-09-18,Other,92310 Kennedy Groves,,Jamesfort,MO,21251,USA,New,Gold,2025-11-01
CUST-000375,Stephanie,Dunn,jameslawson@example.com,(962)570-5115x79423,1971-01-25,Female,2549 Carr Rapid,,New Julian,VA,49437,USA,New,Silver,2023-09-30
CUST-000376,Michelle,Wood,cbrown@example.com,(733)553-5748x59532,1989-06-12,Female,79705 Patrick Drive,,Christopherfort,NH,79484,USA,New,Silver,2025-04-04
CUST-000377,Stacey,Luna,colekimberly@example.com,001-425-607-3305x597,2005-02-07,Male,9833 Kenneth Circle Apt. 884,,Port Nicholas,UT,01931,USA,Regular,Gold,2025-07-15
CUST-000378,James,Phillips,pearsonkathryn@example.org,(972)676-8297x514,1957-04-18,Other,2925 David Ways Suite 875,,West Marie,MS,72607,USA,VIP,Silver,2023-09-24
CUST-000379,Ryan,Nguyen,markhuff@example.org,+1-445-399-0802x7112,1977-10-09,Other,55516 Potter Park,,Gardnerhaven,MT,84625,USA,Regular,Silver,2022-11-29
CUST-000380,Heather,Kelley,olsenshane@example.org,001-443-430-8003x70033,1976-05-16,Female,6084 Johnson Station Suite 810,,New Barry,IN,76881,USA,Regular,,2025-03-16
CUST-000381,Michael,Miller,william26@example.org,(880)494-4858,1997-06-06,Female,3546 Debra Mission Apt. 798,,Harrisville,AZ,51285,USA,New,Gold,2024-04-23
CUST-000382,Julia,Sawyer,kathleenfitzgerald@example.com,001-239-645-7039x438,1945-08-13,Other,3765 Joyce Rapids,,South Timothy,PA,37901,USA,VIP,Bronze,2025-04-01
CUST-000383,Elizabeth,Pace,jensennicole@example.org,+1-700-540-4769x210,1985-07-09,Male,514 Valdez Hills Apt. 142,,Stephenborough,DE,83955,USA,Regular,Bronze,2025-03-22
CUST-000384,Evelyn,Johnson,hthompson@example.org,001-337-898-4409x7123,1987-07-21,Female,76762 Barbara Cape,,Port Nancyport,VA,63306,USA,New,Silver,2025-01-25
CUST-000385,Joseph,Lambert,jimmywest@example.org,+1-909-968-7304x5195,1979-02-23,Female,588 Malik Route Suite 629,Suite 575,Dylanfort,TX,71577,USA,New,Silver,2023-06-12
CUST-000386,Susan,Miller,nicole55@example.net,478.520.5829x582,1996-10-16,Female,61880 Barbara Glens Apt. 357,,West Jessicastad,OH,52269,USA,New,,2024-01-22
CUST-000387,Lori,Robinson,kara13@example.net,+1-672-530-8172x1436,1978-12-24,Male,00041 Jacob Trail,,North Jonville,NE,47361,USA,VIP,Bronze,2024-05-28
CUST-000388,Alex,Harper,paul34@example.com,+1-697-999-0707x550,1999-02-02,Other,169 Avery Spur Suite 060,,Blakeland,NJ,33551,USA,Regular,Silver,2024-10-27
CUST-000389,Christopher,Ramsey,gibsonkaitlyn@example.org,+1-470-254-8739x610,2003-10-10,Other,82749 Solis Plain Apt. 491,,Thompsonmouth,LA,21832,USA,New,Gold,2024-06-19
CUST-000390,Carolyn,Simmons,tanyajones@example.com,530.962.6042x3597,1995-10-07,Other,22299 Samuel Lakes,,Smithhaven,MH,91440,USA,New,Bronze,2022-12-15
CUST-000391,Amy,Barnes,ramirezangela@example.com,411-345-7683,1946-05-10,Male,237 Grant Neck,,Port Dianashire,MT,15685,USA,VIP,Silver,2023-12-10
CUST-000392,Jesse,Hernandez,juliemyers@example.com,6804184980,1964-12-19,Female,3377 Lewis Extensions,,Transide,PR,09796,USA,Regular,Silver,2024-07-07
CUST-000393,David,Hicks,woodsveronica@example.org,001-823-265-3460,1999-09-09,Male,35679 Kaitlyn Crossroad Suite 986,,East Carol,LA,65661,USA,VIP,Gold,2023-04-11
CUST-000394,Ryan,Johnson,hoffmanjanet@example.org,001-905-846-4754x89547,1992-07-21,Female,5175 John Grove,,Nancyhaven,IN,41533,USA,VIP,Gold,2025-02-26
CUST-000395,Mario,Allen,michaeltorres@example.com,764.549.6392x43588,1995-02-10,Other,43395 Paige Valleys,,Brooksfurt,NJ,94485,USA,New,Silver,2025-08-13
CUST-000396,Ashley,Medina,jonathanjones@example.org,(886)501-3477x8948,1961-07-29,Other,791 Kim Island Apt. 221,,Kathleenton,AZ,09712,USA,VIP,Silver,2023-08-25
CUST-000397,Amy,Adams,frostgloria@example.org,8905015944,1959-05-11,Other,532 Angela Island Apt. 263,,East Christopherview,AS,64235,USA,VIP,,2023-09-01
CUST-000398,John,Russell,stephenmartin@example.org,841.903.4699,1958-04-13,Male,67726 Johnson Track,,Jamiefort,NE,69174,USA,New,Silver,2023-03-18
CUST-000399,Andrew,Romero,mmassey@example.org,(621)596-2633x556,1989-11-16,Female,9709 Debbie Circles,,Marqueztown,MS,75429,USA,New,,2023-11-12
CUST-000400,Parker,Henry,fblankenship@example.com,553-245-4722x398,2006-07-10,Male,31219 John Pine Suite 724,,Port Ryan,VI,24883,USA,Regular,,2023-11-15
CUST-000401,Larry,Meyer,monicaoliver@example.net,+1-324-687-6230x3911,1996-04-28,Male,178 Cummings Drives,,East Kristin,MD,23018,USA,New,,2023-07-11
CUST-000402,William,Smith,longgary@example.com,(923)495-9473,1989-07-30,Female,90162 Justin Pines,,Byrdfurt,OH,71472,USA,Regular,,2025-02-18
CUST-000403,Pamela,Owens,kristin96@example.com,862.887.2031x95419,1968-07-09,Male,57303 Hampton Terrace Apt. 792,,Randyberg,AK,30263,USA,New,Silver,2025-01-05
CUST-000404,Johnny,Ross,nwatson@example.com,(760)932-1450,2002-02-16,Female,94588 Williams Ways Suite 155,Apt. 482,North Dustinside,KY,08350,USA,Regular,Bronze,2025-07-19
CUST-000405,Jeffery,Meyer,westmatthew@example.net,859.254.5089x177,1986-10-25,Other,65742 Kathleen Flat,,New Patrickfurt,IN,05991,USA,New,Gold,2022-11-29
CUST-000406,Alexander,Anderson,ahudson@example.org,(489)943-0120x47137,1952-01-13,Female,9574 Welch Islands Apt. 984,Apt. 306,Nelsonhaven,ME,65889,USA,VIP,Bronze,2022-12-20
CUST-000407,Vickie,Williams,laurie41@example.org,+1-733-837-2188,1991-08-13,Female,541 Francisco Orchard Apt. 506,,Briggsberg,MT,62520,USA,VIP,,2025-10-03
CUST-000408,Matthew,Wood,joe76@example.net,466.734.3925,1982-03-23,Male,11028 Vasquez Course,,North Aaron,HI,04785,USA,VIP,,2025-10-09
CUST-000409,Tonya,Richardson,elizabeth10@example.org,351-609-1090x3267,1982-03-21,Female,421 Obrien Green,,Lake Kimberly,NY,13099,USA,Regular,Gold,2023-03-28
CUST-000410,Jeffrey,Campbell,qphelps@example.org,001-577-558-4466x345,1973-11-24,Female,10912 Whitney Crossroad,,Lake Charles,WI,44112,USA,VIP,,2024-04-29
CUST-000411,Beth,Higgins,portiz@example.net,+1-289-643-7052x63510,1969-05-18,Male,6572 Mcgee Station Suite 592,,Port Kristaview,MT,12719,USA,VIP,Bronze,2024-11-24
CUST-000412,Vanessa,Hernandez,johnmunoz@example.com,726.200.5595,1951-06-05,Male,25848 Preston Ramp,,South Kayla,VA,05668,USA,New,Bronze,2024-04-18
CUST-000413,Jennifer,Payne,vwilliams@example.org,(691)276-7993x59374,1996-04-16,Male,4083 Jeffrey View Suite 360,Suite 014,Smithport,WI,79176,USA,Regular,,2024-03-14
CUST-000414,Tyler,Carpenter,kimberly36@example.net,001-452-683-0615x3701,1955-06-27,Other,462 Harris Estates Suite 144,,North Tonyaville,PR,00937,USA,New,,2024-10-28
CUST-000415,Cameron,Townsend,tammy17@example.com,388-778-1794,1994-07-17,Female,63840 Victoria Estates Apt. 528,,South Vickie,WV,83282,USA,VIP,Gold,2025-09-12
CUST-000416,Matthew,Price,ggarcia@example.com,923.897.9137,1965-02-19,Female,00730 Smith Shores Suite 560,Suite 712,New Abigailville,OR,18296,USA,VIP,,2023-11-22
CUST-000417,Angela,Arnold,david05@example.org,786-840-1042x4624,2006-08-28,Male,74460 Tina Islands Apt. 128,,West Danielview,WI,44250,USA,VIP,Bronze,2024-04-03
CUST-000418,David,Ray,halljoshua@example.net,001-381-789-8484x16046,1961-10-14,Male,11901 Williams Valleys,Suite 681,Erikside,MH,32951,USA,Regular,,2023-10-16
CUST-000419,Gary,Wong,mccoyandre@example.org,001-522-283-6084x9378,1971-11-28,Male,84526 Bartlett Heights Suite 391,Suite 497,North Richardborough,WA,33653,USA,Regular,Gold,2023-01-30
CUST-000420,Barbara,Olsen,coffeyjohn@example.net,3332016234,1985-11-26,Other,061 Clark Divide,,Lake Deborah,DE,48834,USA,VIP,Silver,2024-11-28
CUST-000421,Robert,Keller,scott32@example.org,(453)237-7460x4067,1994-01-23,Female,784 Robert Heights,,West Joshua,NE,02305,USA,New,Bronze,2023-10-24
CUST-000422,Kathryn,Brown,pbailey@example.org,534.976.4273x720,1969-01-24,Male,45841 Atkins Path,,Julietown,CA,74839,USA,VIP,Gold,2024-04-03
CUST-000423,Daniel,Roach,lisa89@example.net,527.480.2058x69507,1951-09-02,Other,644 Courtney Skyway Suite 167,,East Mark,PR,44560,USA,VIP,Gold,2025-09-16
CUST-000424,Katherine,Patel,jperez@example.org,001-311-392-3603x768,1987-09-26,Female,233 Nathan Camp Suite 096,,West Dawnmouth,MH,27906,USA,VIP,,2023-11-28
CUST-000425,Sandra,Carr,trujillokylie@example.net,001-330-574-8207x3651,2003-02-05,Female,65578 Anthony Court Apt. 432,Apt. 302,Port Jason,DC,39167,USA,VIP,Bronze,2023-02-12
CUST-000426,Dorothy,Perez,anthonyswanson@example.net,254.462.1276,1968-06-07,Male,611 Jason Drives,,Rodriguezbury,UT,22283,USA,New,Gold,2024-03-21
CUST-000427,Abigail,Peters,olivia29@example.net,+1-593-876-2974x54930,1963-06-16,Other,91203 Ann Locks Apt. 082,,Port David,PW,07153,USA,Regular,Silver,2023-08-20
CUST-000428,Catherine,Wilkerson,ambermiller@example.net,+1-814-945-8220,1998-05-27,Male,31829 Jones Stravenue,,Lake Kathleenmouth,GA,89805,USA,Regular,Silver,2024-05-12
CUST-000429,Melanie,Johnson,deleonkimberly@example.net,9013529113,1972-06-28,Other,90255 Chambers Underpass Suite 442,,New Lisashire,ND,62993,USA,New,,2023-08-31
CUST-000430,Alexa,Tate,gregoryhines@example.net,+1-205-267-0867x009,1986-07-18,Other,5515 Moreno Lodge,Suite 913,Hernandezview,NY,30365,USA,VIP,Gold,2023-09-12
CUST-000431,Mike,Williams,lorraine96@example.net,9807706336,1994-05-21,Other,822 Bruce Unions,,North Michelleview,MP,69782,USA,Regular,Gold,2025-10-22
CUST-000432,Angela,Moreno,greenjessica@example.net,(387)873-8363,1961-09-16,Female,126 Barber Pike,Suite 642,East Natashaberg,MN,95167,USA,VIP,Gold,2023-03-18
CUST-000433,Allison,Lewis,susan41@example.com,4648625540,1994-07-10,Female,8243 Elizabeth Mountains Suite 464,,Williamhaven,NY,03449,USA,New,,2025-01-04
CUST-000434,Jessica,Richardson,mariahill@example.net,(579)505-0404,2002-07-29,Other,3849 Stephenson Crossing,,Chandlerberg,AS,13893,USA,VIP,Silver,2025-02-25
CUST-000435,Jennifer,Gibson,ygriffith@example.org,+1-509-433-9137,1970-05-08,Female,06011 Chang Islands Suite 178,,Maxwellhaven,MH,01599,USA,VIP,Bronze,2023-02-08
CUST-000436,Jack,Hoover,willismatthew@example.com,982-998-0365,1961-06-18,Female,160 Peter Ridge Suite 201,Suite 911,Danielport,IN,30824,USA,Regular,,2022-11-13
CUST-000437,Thomas,Massey,katherinerussell@example.org,001-823-399-8213x7455,1950-08-25,Female,428 Shepard Canyon,,Crystalmouth,IA,65037,USA,Regular,Bronze,2024-01-11
CUST-000438,Roy,Burch,stonecody@example.net,(860)803-0835,2000-07-24,Male,62715 Cory Extensions,,West Priscilla,MI,07323,USA,Regular,Bronze,2025-08-23
CUST-000439,William,White,washingtonmelanie@example.com,001-982-593-8440x13480,1966-06-03,Other,8826 Jason Rue,Suite 910,Lake Mitchelltown,PA,06725,USA,VIP,,2025-04-15
CUST-000440,Victoria,Carpenter,prattjustin@example.org,8748926999,1999-08-15,Male,997 Pamela Hill Apt. 859,,Walshshire,IA,19759,USA,VIP,Bronze,2024-05-11
CUST-000441,Dakota,Smith,ashley32@example.org,223-842-6698,1984-01-14,Female,726 Stephen Mall,Apt. 723,Annabury,NC,80026,USA,Regular,Bronze,2023-10-30
CUST-000442,Elizabeth,Morrison,debra82@example.net,+1-804-705-6129,1946-09-21,Female,9582 Guerrero Course,,Berrystad,MT,83122,USA,New,,2023-07-01
CUST-000443,Maria,Smith,gstokes@example.net,+1-523-685-9514x34682,1998-05-16,Male,002 Goodwin Alley Apt. 869,,Solomonfurt,CA,07729,USA,Regular,,2023-01-20
CUST-000444,Tina,Hughes,charlesbarnett@example.net,200-916-8094x14915,1970-07-12,Male,839 May Road,,North Jessica,IN,84059,USA,Regular,,2023-03-09
CUST-000445,Andre,Simpson,zgeorge@example.org,2723662925,1991-10-29,Female,760 Ariana Rapids Apt. 406,,Carlosborough,ID,27064,USA,VIP,Gold,2023-09-04
CUST-000446,Christopher,Anderson,michael23@example.com,(217)881-7032x1192,1951-12-07,Other,85277 Bennett Field Apt. 718,,Kurtshire,AR,95657,USA,Regular,Silver,2024-03-13
CUST-000447,Michelle,Morris,michellecarter@example.org,364-840-3734,1974-06-21,Male,77822 Alexis Estates,Apt. 798,North Courtney,KS,68583,USA,New,,2025-09-20
CUST-000448,Robert,Armstrong,jessica79@example.com,763.883.1828,1946-09-03,Male,707 Powell Crest,Suite 706,Youngfurt,NC,19708,USA,VIP,Bronze,2025-08-17
CUST-000449,Alexis,Duran,ffernandez@example.net,(223)755-2165,1978-10-19,Female,46921 Charles Ports Apt. 596,,Fischerton,OH,77916,USA,New,Gold,2025-06-01
CUST-000450,Evelyn,Young,krista02@example.org,6504938694,1963-08-15,Other,988 Deborah Haven Suite 788,Suite 071,Sandrabury,MH,71800,USA,Regular,Bronze,2024-06-09
CUST-000451,Peter,Gonzalez,anthonygilbert@example.com,(819)917-7987x6829,1990-02-07,Female,58937 Krystal Place,,Erintown,MO,84852,USA,VIP,Silver,2024-01-16
CUST-000452,Colleen,Young,domingueznicole@example.net,(466)795-7900x124,1998-07-17,Other,2867 Gonzalez Knoll Suite 232,,Kristinebury,VI,26003,USA,Regular,Bronze,2023-05-25
CUST-000453,Rachel,Armstrong,petersonfrank@example.org,+1-552-585-7256x29269,1966-06-19,Male,38186 Diaz Rue Suite 846,,Alexismouth,WV,64433,USA,VIP,Silver,2024-06-22
CUST-000454,Justin,Green,leecourtney@example.org,+1-589-611-7972x03859,1994-10-28,Female,3641 Carter Coves,,Mariaborough,CT,28890,USA,New,Gold,2025-02-26
CUST-000455,Michael,Mercado,halvarez@example.org,367.650.0942,2004-09-16,Female,52769 Heather Pine,,Hoffmanberg,WV,63155,USA,New,,2025-01-08
